dqn 0.001 0.8 400, 39.67, 833.33
dqn 0.0001 0.99 400, 79.8, 1500.0
dqn 0.0001 0.8 75, 57.0, 1071.43
dqn 0.0001 0.99 75, 109.2, 1500.0
dqn 0.0001 0.95 75, 72.0, 1071.43
dqn 0.0001 0.95 400, 49.88, 937.5
dqn 0.001 0.95 400, 241.5, 3750.0
dqn 0.001 0.95 75, 49.88, 937.5
dqn 0.001 0.99 400, 53.67, 833.33
dqn 0.001 0.99 75, 44.33, 833.33
dqn 0.001 0.8 75, 84.0, 1500.0
dqn 0.0001 0.8 400, 15.75, 625.0
